id,function,party,institution,date,contact_type,org_name,lobbyist_type,purpose,purpose_details
1535,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1535,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1535,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,Vpliv na sprejem predpisov in drugih splošnih aktov,
1535,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1535,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1536,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,06.02.2019,OSEBNO,ZVEZA SINDIKATOV VSEH GLASBENIKOV SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Na temo ""s strani države še vedno neizdanega dovoljenja za zbiranje zakonsko priznanih nadomestil avtorjem in drugim imetnikom pravic iz naslova privatnega reproduciranja - zbiranje  nadomestil ne poteka že deseto leto. Nadalje o popolni neodzivnosti URSIL-a ter o kršenju 27. člena  Splošne deklaracije človekovih pravic OZN, Direktive 2001/29/ES Evropskega parlamenta in 60. člena Ustave Republike Slovenije."
1808,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,07.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1542,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pomočjo pri reševanju odprtih vprašanj v čebelarstvu - predlogi ČZS
1542,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pomočjo pri reševanju odprtih vprašanj v čebelarstvu - predlogi ČZS
1542,Funkcionar,IMNS,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pomočjo pri reševanju odprtih vprašanj v čebelarstvu - predlogi ČZS
1542,Funkcionar,IMNS,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pomočjo pri reševanju odprtih vprašanj v čebelarstvu - predlogi ČZS
1544,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,"ALPE ADRIA GREEN, MEDNARODNO DRUŠTVO ZA VARSTVO OKOLJA IN NARAVE",Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Zadeva povezana v zvezi z zahtevo za takojšnjo ustavitev del na izgradnji kanala C0 po projektu ""odvajanje in čiščenje odpadne vode na območju vodonosnika Ljubljanskega polja,"" investitorja MOL, zaradi ogrožanja pitne vode za 300 000 prebivalcev Ljubljane in prestavitev na Celovško cesto"
1544,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,"ALPE ADRIA GREEN, MEDNARODNO DRUŠTVO ZA VARSTVO OKOLJA IN NARAVE",Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Zadeva povezana v zvezi z zahtevo za takojšnjo ustavitev del na izgradnji kanala C0 po projektu ""odvajanje in čiščenje odpadne vode na območju vodonosnika Ljubljanskega polja,"" investitorja MOL, zaradi ogrožanja pitne vode za 300 000 prebivalcev Ljubljane in prestavitev na Celovško cesto"
1544,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,"ALPE ADRIA GREEN, MEDNARODNO DRUŠTVO ZA VARSTVO OKOLJA IN NARAVE",Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Zadeva povezana v zvezi z zahtevo za takojšnjo ustavitev del na izgradnji kanala C0 po projektu ""odvajanje in čiščenje odpadne vode na območju vodonosnika Ljubljanskega polja,"" investitorja MOL, zaradi ogrožanja pitne vode za 300 000 prebivalcev Ljubljane in prestavitev na Celovško cesto"
1544,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,"ALPE ADRIA GREEN, MEDNARODNO DRUŠTVO ZA VARSTVO OKOLJA IN NARAVE",Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Zadeva povezana v zvezi z zahtevo za takojšnjo ustavitev del na izgradnji kanala C0 po projektu ""odvajanje in čiščenje odpadne vode na območju vodonosnika Ljubljanskega polja,"" investitorja MOL, zaradi ogrožanja pitne vode za 300 000 prebivalcev Ljubljane in prestavitev na Celovško cesto"
1548,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Pomoč pri reševanju odprtih vprašanj v čebelarstvu.
1549,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO E-POŠTI,BSP Energetska Borza d.o.o.,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Spremembe Zakona o DDV (skrajšani postopek) in Direktiva EU
1550,Funkcionar,SMC,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,PO POŠTI,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Pomoč pri reševanju odprtih vprašanj v čebelarstvu.
1561,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,11.02.2019,OSEBNO,"EOCEN, razvoj informacijskih rešitev, svetovanje, storitve, trgovina in gradbeništvo, d.o.o.","Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,"Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
Lobist je predstavil področja delovanja podjetja ter izpostavil možnosti delovanja infrastrukture._x000D_
"
1547,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,PO E-POŠTI,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Podpora k spremembi Zakona o državni upravi.
1547,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,PO E-POŠTI,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Podpora k spremembi Zakona o državni upravi.
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,Fakulteta za psihoterapevtsko znanost Univerze Sigmunda Freuda v Ljubljani,"Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,Slovenska krovna zveza za psihoterapijo,"Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,"UNIVERZA V LJUBLJANI, TEOLOŠKA FAKULTETA","Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,Fakulteta za psihoterapevtsko znanost Univerze Sigmunda Freuda v Ljubljani,"Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,Slovenska krovna zveza za psihoterapijo,"Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1559,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,"UNIVERZA V LJUBLJANI, TEOLOŠKA FAKULTETA","Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",vpliv na odločanje v drugih zadevah,Problematika normativne ureditve psihoterapije v Sloveniji-predstavitev njihovega pogleda in predstavitev trenutnega stanja na tem področju
1560,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,12.02.2019,OSEBNO,"DATAINFO.SI, poslovno svetovanje, založništvo in druge storitve, d.o.o.","Lobist lobira za interesno organizacijo v kateri je zaposlen, Lobist je zakoniti zastopnik interesne organizacije za katero lobira",Vpliv na sprejem predpisov in drugih splošnih aktov,
1551,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,ZDRAVNIŠKA ZBORNICA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva z zvezi s predlogom ZZS poslanskim skupinam DZ za vložitev zahteve za oceno ustavnosti določb Zakona o zdravstveni dejavnosti.
1551,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,ZDRAVNIŠKA ZBORNICA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva z zvezi s predlogom ZZS poslanskim skupinam DZ za vložitev zahteve za oceno ustavnosti določb Zakona o zdravstveni dejavnosti.
1551,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,ZDRAVNIŠKA ZBORNICA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva z zvezi s predlogom ZZS poslanskim skupinam DZ za vložitev zahteve za oceno ustavnosti določb Zakona o zdravstveni dejavnosti.
1551,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,ZDRAVNIŠKA ZBORNICA SLOVENIJE,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva z zvezi s predlogom ZZS poslanskim skupinam DZ za vložitev zahteve za oceno ustavnosti določb Zakona o zdravstveni dejavnosti.
1552,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,Odbor 2015,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1552,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,Odbor 2015,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1552,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,Odbor 2015,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1552,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,13.02.2019,PO E-POŠTI,Odbor 2015,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1564,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,organizacija združenih narodov,Lobist je izvoljeni predstavnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1568,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,akademsko raziskovalni center SDD Ljubljana,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1568,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,ZVEZA DRUŠTEV-SLOVENSKO ZDRAVNIŠKO DRUŠTVO,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1568,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,Slovenska medicinska akademija,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1568,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,akademsko raziskovalni center SDD Ljubljana,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1568,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,ZVEZA DRUŠTEV-SLOVENSKO ZDRAVNIŠKO DRUŠTVO,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1568,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,15.02.2019,OSEBNO,Slovenska medicinska akademija,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,Zakonska podlaga za institucijo (Slovenska medicinska akademija).
1574,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1574,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,OBRTNO-PODJETNIŠKA ZBORNICA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1575,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist lobira za interesno organizacijo v kateri je zaposlen,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1575,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,19.02.2019,OSEBNO,ČEBELARSKA ZVEZA SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"teme so zajete v dopisu, ki ga prilagam kot priponko poročila"
1576,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,20.02.2019,OSEBNO,BSP Energetska Borza d.o.o.,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,Sprememba Zakona o DDV (skrajšani postopek) in Direktiva EU
1578,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,20.02.2019,OSEBNO,ALMA MATER EUROPEA,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,
1578,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,20.02.2019,OSEBNO,mc pUBLIC AFFAIRS,Lobist je vpisan v register lobistov v RS,Vpliv na sprejem predpisov in drugih splošnih aktov,
1580,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,22.02.2019,PO E-POŠTI,SINDIKAT KMETOV SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1580,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,22.02.2019,PO E-POŠTI,SINDIKAT KMETOV SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1580,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,22.02.2019,PO E-POŠTI,SINDIKAT KMETOV SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1580,Funkcionar,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,22.02.2019,PO E-POŠTI,SINDIKAT KMETOV SLOVENIJE,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,
1589,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,26.02.2019,PO E-POŠTI,Fakulteta za psihoterapevtsko znanost Univerze Sigmunda Freuda v Ljubljani,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,Vpliv na sprejem predpisov in drugih splošnih aktov,"Priprava predloga zakona o psihoterapiji in svetovanju, problematika normative ureditve psihoterapije v Sloveniji."
1595,Javni uslužbenec,,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,26.02.2019,OSEBNO,PROTIM RŽIŠNIK PERC arhitekti in inženirji d.o.o.,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Predstavili so: idejo o oblikovanju kadrovskih stanovanj, vlaganje podjetij v kadrovska stanovanja na način, da bi država sofinancirala gradnje, dolgotrajni postopki za pridobivanje okoljevarstvenih dovoljenj, problem regionalnih bolnic, neustrezne stavbe."
1595,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,26.02.2019,OSEBNO,PROTIM RŽIŠNIK PERC arhitekti in inženirji d.o.o.,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Predstavili so: idejo o oblikovanju kadrovskih stanovanj, vlaganje podjetij v kadrovska stanovanja na način, da bi država sofinancirala gradnje, dolgotrajni postopki za pridobivanje okoljevarstvenih dovoljenj, problem regionalnih bolnic, neustrezne stavbe."
1595,Funkcionar,LMŠ,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,26.02.2019,OSEBNO,PROTIM RŽIŠNIK PERC arhitekti in inženirji d.o.o.,Lobist je zakoniti zastopnik interesne organizacije za katero lobira,vpliv na odločanje v drugih zadevah,"Predstavili so: idejo o oblikovanju kadrovskih stanovanj, vlaganje podjetij v kadrovska stanovanja na način, da bi država sofinancirala gradnje, dolgotrajni postopki za pridobivanje okoljevarstvenih dovoljenj, problem regionalnih bolnic, neustrezne stavbe."
