id,date,contact_type,institution,function,party,org_name,lobbyist_type,purpose,purpose_details
ZQ3A483B9DZ3H,2018-10-29,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,CINIP - Civilna iniciativa nasilno izbrisanih podjetij,Zakoniti zastopnik,Vpliv na odločanje v drugih zadevah,Zadeva povezana v zvezi z nasilno izbrisanimi podjetji in družbami ter družbeniki teh družb.
BMV9G9BTHZC4H,2019-09-10,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,Civilna iniciativa dokup dobe,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zadeva povezana v zvezi s prošnjo za sestanek s Poslansko skupino italijanske in madžarske narodnosti in poziv, da omenjena poslanska skupina podpre Predlog zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju - predlog Civilne iniciative Odkup dobe"
BMV9G9BTHZC4H,2019-09-10,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,Civilna iniciativa dokup dobe,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zadeva povezana v zvezi s prošnjo za sestanek s Poslansko skupino italijanske in madžarske narodnosti in poziv, da omenjena poslanska skupina podpre Predlog zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju - predlog Civilne iniciative Odkup dobe"
BMV9G9BTHZC4H,2019-09-10,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,Civilna iniciativa dokup dobe,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zadeva povezana v zvezi s prošnjo za sestanek s Poslansko skupino italijanske in madžarske narodnosti in poziv, da omenjena poslanska skupina podpre Predlog zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju - predlog Civilne iniciative Odkup dobe"
BMV9G9BTHZC4H,2019-09-10,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,Civilna iniciativa dokup dobe,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zadeva povezana v zvezi s prošnjo za sestanek s Poslansko skupino italijanske in madžarske narodnosti in poziv, da omenjena poslanska skupina podpre Predlog zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju - predlog Civilne iniciative Odkup dobe"
DJBZJ8SN28D6H,2020-11-02,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,Civilna iniciativa turističnih vodnikov Slovenije,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s predlogi predstavnikov turističnih vodnikov - odgovor MGRT in STO
DJBZJ8SN28D6H,2020-11-02,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,Civilna iniciativa turističnih vodnikov Slovenije,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s predlogi predstavnikov turističnih vodnikov - odgovor MGRT in STO
DJBZJ8SN28D6H,2020-11-02,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,Civilna iniciativa turističnih vodnikov Slovenije,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s predlogi predstavnikov turističnih vodnikov - odgovor MGRT in STO
DJBZJ8SN28D6H,2020-11-02,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,Civilna iniciativa turističnih vodnikov Slovenije,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s predlogi predstavnikov turističnih vodnikov - odgovor MGRT in STO
8S2BD93VA6T7H,2019-09-17,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,"CIVILNA INICIATIVA ""ZA UPOKOJENCE GRE""",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pripombami civilne iniciative k Predlogu zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju (gradivo iz 16. 7. 2019).
8S2BD93VA6T7H,2019-09-17,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,IMNS,"CIVILNA INICIATIVA ""ZA UPOKOJENCE GRE""",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pripombami civilne iniciative k Predlogu zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju (gradivo iz 16. 7. 2019).
8S2BD93VA6T7H,2019-09-17,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,"CIVILNA INICIATIVA ""ZA UPOKOJENCE GRE""",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pripombami civilne iniciative k Predlogu zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju (gradivo iz 16. 7. 2019).
8S2BD93VA6T7H,2019-09-17,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,IMNS,"CIVILNA INICIATIVA ""ZA UPOKOJENCE GRE""",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zadeva v zvezi s pripombami civilne iniciative k Predlogu zakona o spremembah in dopolnitvah zakona o pokojninskem in invalidskem zavarovanju (gradivo iz 16. 7. 2019).
