id,date,contact_type,institution,function,party,org_name,lobbyist_type,purpose,purpose_details
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,BDO Revizija d.o.o.,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,DELOITTE REVIZIJA d.o.o.,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,ERNST & YOUNG d.o.o.,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,Grant Thornton Audit d.o.o.,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,"KPMG Slovenija, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
XMIC16SAH3K2H,2017-12-27,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,Združena levica,PricewaterhouseCoopers d.o.o.,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,pripombe na predlog Zakona o spremembah in dopolnitvah Zakona o revidentiranju (EVA: 2016-1611-0002)
Z3JLL83EIFR1H,2020-02-17,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,"HESS, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zakon o pogojih koncesije za izkoriščanje energetskega potenciala Spodnje Save.
Z3JLL83EIFR1H,2020-02-17,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,INFRA d.o.o.,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Zakon o pogojih koncesije za izkoriščanje energetskega potenciala Spodnje Save.
78RM28B5M757H,2020-05-05,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,MC PUBLIC AFFAIRS,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog Zakona o dopolnitvi Zakona o zdravstveni dejavnosti (ZZDej)
78RM28B5M757H,2020-05-05,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,MC PUBLIC AFFAIRS,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog Zakona o dopolnitvi Zakona o zdravstveni dejavnosti (ZZDej)
7H1VD8JJ5AJ4H,2020-05-20,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,ANTICUS d.o.o.,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Proti koronski paket 3(Pkp3)
C24AI93MUU56H,2020-03-30,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,"Custos Bono, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Predlog zakona o interventnih ukrepih za zajezitev epidemije COVID-19 in omilitev njenih posledic za državljane in gospodarstvo (ZIUZEOP), nujni postopek, EPA 1095-VIII"
CXUTN9JMX8D7H,2020-03-31,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,DRUŠTVO AMNESTY INTERNATIONAL SLOVENIJE,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Predlog zakona o interventnih ukrepih za zajezitev epidemije COVID-19 in omilitev njenih posledic za državljane in gospodarstvo (ZIUZEOP), nujni postopek, EPA 1095-VIII"
MR78K9SME5T4H,2020-02-20,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,Društvo upokojencev Gaj - Pragersko,Zakoniti zastopnik,Vpliv na odločanje v drugih zadevah,Rekonstrukcija železnice ter podvoza na Pragerskem
BTVH48JTR4D3H,2020-05-21,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,GoOpti d.o.o.,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Vplivanje na ZIUOOPE
DZ8PB8JQL8B6H,2020-04-14,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,LETALSKA ZVEZA SLOVENIJE,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Sprejem novega pravilnika na OKS
XZJ8A9BU6UR1H,2020-05-22,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,Nacionalni svet invalidskih organizacij Slovenije,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,v zvezi s tretjim protikorona paketom
3ZJP48JH99R7H,2020-05-21,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,OBMOČNA ZBORNICA KOPER,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Vplivanje na sprejemanja tretjega proti-koronskega zakona
CX37D8BMBUL4H,2020-03-30,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,OLIMPIJSKI KOMITE SLOVENIJE - ZDRUŽENJE ŠPORTNIH ZVEZ,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Predlog zakona o interventnih ukrepih za zajezitev epidemije COVID-19 in omilitev njenih posledic za državljane in gospodarstvo (ZIUZEOP), nujni postopek, EPA 1095-VIII"
5LZVF9BAT4S4H,2020-09-09,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,RTV SLOVENIJA,Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,Na Rebalans proračuna za leti 2020 ter 2021
8KU6A93VEEM7H,2020-06-05,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,SINDIKAT UPOKOJENCEV SLOVENIJE,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Predlog zakona o dopolnitvah Zakona o praznikih in dela prostih dnevih v Republiki Sloveniji, EPA 1031-VIII"
A6QIA93KGQE4H,2020-09-07,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,SLOVENSKA OGLAŠEVALSKA ZBORNICA - SOZ LJUBLJANA,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog novele Zakona o medijih
A6QIA93KGQE4H,2020-09-07,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,SLOVENSKA OGLAŠEVALSKA ZBORNICA - SOZ LJUBLJANA,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog novele Zakona o medijih
A6QIA93KGQE4H,2020-09-07,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,SLOVENSKA OGLAŠEVALSKA ZBORNICA - SOZ LJUBLJANA,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog novele Zakona o medijih
INCAN9JN9KC1H,2020-09-08,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,"Zavod za razvoj neodvisnega radia, Slovenska Bistrica",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Na predlog zakona o medijih (ZMed)
8F2NB9S9CQJ6H,2020-05-28,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,ZDRUŽENJE TURISTIČNIH VODNIKOV SLOVENIJE,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog zakona o interventnih ukrepih za omilitev in odpravo posledic epidemije COVID 19
5VUPB7BSMCR5H,2020-04-02,Po e-pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,ZVEZA DUS,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Predlog zakona o interventnih ukrepih za zajezitev epidemije COVID-19 ter odlok o omejenem odprtju trgovin za upokojenca
K4M638S8A8Q4H,2020-05-22,Po pošti,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SNS,ZDRUŽENJE ZA AGROŽIVILSTVO,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,v zvezi s tretjim protikorona paketom
SBNMR835S717H,2019-03-22,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,DRUŠTVO ZA SLOVENSKO - HRVAŠKO ČEZMEJNO SODELOVANJE IN DRUŽENJE NA OBMOČJU EKO PARKA KRAS,Registrirani lobist,Vpliv na odločanje v drugih zadevah,"Vpliv je vezan na vodooskrbo slovenske Istre (nedefinirano) in organizacijo skupnega dogodka med slovenskimi in hrvaškimi poslanci (železnica, ceste; nedefinirano). G. v sporočilu omenja društvo, ga pa ne specificira. Predvidevam, da gre za društvo, ki sem ga navedel zato, da lahko zaključim postopek izpolnjevanja obrazca."
GQ5MG934B3C1H,2021-01-13,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,Zasebni vrtec Bambi d.o.o.,Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,Sestanek v zvezi s predlaganim amandmajem SMC k noveli Zakona o vrtcih.
CQBLI9BPAKB7H,2018-01-15,Drugo,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"ZVEZA EKOLOŠKIH GIBANJ SLOVENIJE - ZEG, KARDELJEVA ploščad 1, 1000 ljubljana",Zaposlen v organizaciji,Vpliv na odločanje v drugih zadevah,Energetski koncept Slovenije
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,SMC,"2TDK, d.o.o.",Zakoniti zastopnik,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Javni uslužbenec,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
5VUCS737F156H,2019-11-22,Osebno,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Funkcionar,SMC,"2TDK, d.o.o.",Zaposlen v organizaciji,Vpliv na sprejem predpisov in drugih splošnih aktov,"Zakon o poroštvu Republike Slovenije za obveznosti družbe 2TDK d. o. o. iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oz.  izdanih za financiranje izgradnje drugega tira železniške proge Divača–Koper in za obveznosti družbe DARS d. d iz naslova kreditov in dolžniških vrednostnih papirjev, najetih oziroma izdanih za financiranje izgradnje dela 3. razvojne osi (ZPOD2TDK)."
