Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
BANKA SLOVENIJE,Poslovni subjekt,"STATUS, SVETOVANJE IN INTEGRIRANE STORITVE NA PODROČJU STRATEŠKEGA KOMUNICIRANJA JERCA LEGAN CVIKL S.P.",2022-07-15,9999-12-30,0
BANKA SLOVENIJE,Poslovni subjekt,Inštitut za sodobni trajnostni razvoj,2022-07-15,9999-12-30,0
BANKA SLOVENIJE,Poslovni subjekt,"INTERRA podjetje za financiranje, trgovino in svetovanje d.o.o.",2010-03-05,2016-03-05,0
BANKA SLOVENIJE,Kmetijsko gospodarstvo,,2020-11-20,2023-02-28,0
BANKA SLOVENIJE,Poslovni subjekt,SKLAD OBRTNIKOV IN PODJETNIKOV,2015-10-07,2020-04-15,0
BANKA SLOVENIJE,Poslovni subjekt,"SIND podjetje za proizvodnjo, trgovino in storitve, Ljubljana, d.o.o.",2016-03-05,2020-08-01,0
BANKA SLOVENIJE,Poslovni subjekt,"FinKin, svetovanje in storitve, d.o.o.",2016-04-06,2022-11-15,0
BANKA SLOVENIJE,Poslovni subjekt,"FinKin, svetovanje in storitve, d.o.o.",2022-11-15,9999-12-30,0
BANKA SLOVENIJE,Poslovni subjekt,Intertrade ITA podjetje za zastopanje tujih firm d. o. o.,2012-01-26,2016-03-05,0
BANKA SLOVENIJE,Poslovni subjekt,Intertrade ITA podjetje za zastopanje tujih firm d. o. o.,2010-03-05,2012-01-26,0
BANKA SLOVENIJE,Poslovni subjekt,"BMF Poslovno svetovanje, d.o.o., Ljubljana",2012-01-26,2016-03-05,0
BANKA SLOVENIJE,Poslovni subjekt,"BMF Poslovno svetovanje, d.o.o., Ljubljana",2010-03-05,2012-01-26,0
BANKA SLOVENIJE,Poslovni subjekt,"TOMA, slikopleskarstvo in zaključna dela v gradbeništvu d.o.o.",2010-04-06,2016-04-05,0
BANKA SLOVENIJE,Poslovni subjekt,"TOMAŽ BAJEC S.P., PRODAJA ELEKTRIČNE ENERGIJE IN DRUGE ZDRAVSTVENE STORITVE S.P.",2021-06-29,9999-12-30,0
BANKA SLOVENIJE,Poslovni subjekt,"SIMM tekstil, svetovanje, trgovina d.o.o.",2021-06-29,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"MIZARSTVO MORAVČE izdelava in popravilo lesenih predmetov, d.o.o.",2011-11-16,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"MINTEX, trgovsko podjetje, d.o.o.",2012-11-29,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"PON, proizvodnja in trgovina, d.o.o. - v stečaju",2010-06-07,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,KOTEZA gradbena dela in trgovina d.o.o.,2011-06-29,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"EVIDENCA B podjetje za poslovno-računovodske storitve, promet, trgovino in gostinstvo d.o.o.",2011-11-16,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"A POHIŠTVO, trgovina in proizvodnja pohištva d.o.o.",2011-11-16,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"ROCCO NEPREMIČNINE, promet z nepremičninami, inženiring, svetovanje d.o.o.",2019-10-16,9999-12-30,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"ROCCO NEPREMIČNINE, promet z nepremičninami, inženiring, svetovanje d.o.o.",2015-01-30,2019-10-16,0
DELOVNO IN SOCIALNO SODIŠČE V LJUBLJANI,Poslovni subjekt,"HOČEVAR MOKOREL PRETNAR, odvetniška družba, o.p. d.o.o.",2012-11-29,9999-12-30,7
DELOVNO SODIŠČE V KOPRU,Poslovni subjekt,"T-PRING, projektna pisarna, inženiring, nadzor, gradnje, tehnično in poslovno svetovanje d.o.o.",2010-10-15,9999-12-30,0
DELOVNO SODIŠČE V KOPRU,Poslovni subjekt,"T-PRING, projektna pisarna, inženiring, nadzor, gradnje, tehnično in poslovno svetovanje d.o.o.",2010-10-13,2010-10-15,0
DELOVNO SODIŠČE V KOPRU,Poslovni subjekt,PREDAVATELJ VSŠ TOMAŽ UMEK S.P.,2007-01-12,9999-12-30,0
DELOVNO SODIŠČE V KOPRU,Poslovni subjekt,DEZIS Geodetske storitve in daljinsko zaznavanje d.o.o.,2013-02-22,9999-12-30,0
DELOVNO SODIŠČE V KOPRU,Poslovni subjekt,"AVTO-KOPER, prodajno-servisne storitve, d.o.o. Koper",1994-05-13,9999-12-30,0
DELOVNO SODIŠČE V MARIBORU,Poslovni subjekt,"S.ROJKO podjetje za transport, trgovino in storitve d.o.o.",2018-01-26,9999-12-30,0
DELOVNO SODIŠČE V MARIBORU,Poslovni subjekt,HIPET proizvodno in trgovsko podjetje d.o.o.,2019-06-29,9999-12-30,0
DELOVNO SODIŠČE V MARIBORU,Poslovni subjekt,"REVOLUT - G, raziskave, razvoj in prodaja, d.o.o.",2020-10-29,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"ERUDIO BEAUTY, storitve d.o.o.",2022-05-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"UČENJAK, izobraževanje in svetovanje, d.o.o.",2022-05-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,MANITOBA STORITVE d.o.o.,2014-12-25,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"Prevozi oseb, Aleš Petrovčič s.p.",2022-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"ABDE, poslovno svetovanje in investicije, d.o.o.",2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"DMI, storitve, d.o.o.",2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,DROZDEK IZTOK - ODVETNIK,2009-12-24,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"PRO5, svetovanje, trgovina, storitve, d.o.o. - v stečaju",2009-12-24,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,Inštitut za poslovne procese - v likvidaciji,2009-12-24,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,PIBS Posredovanje in trgovina d.o.o.,2009-12-24,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,novi plus IPP d.o.o. beograd,2010-09-08,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"Oddaja nepremičnin in intelektualne storitve, Zlata Jerman, s.p.",2023-01-01,2023-01-23,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,ŠPORTNO DRUŠTVO ZEBRAS,2023-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,DRUŠTVO SLOVENSKIH SODNIKOV HOKEJA NA LEDU,2023-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,FESTIVAL LJUBLJANA,2020-06-18,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"ZASEBNI VRTEC SONČEK, varstvo, vzgoja in izobraževanje d.o.o.",2014-01-01,2022-05-01,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"ZASEBNI VRTEC SONČEK, varstvo, vzgoja in izobraževanje d.o.o.",2022-05-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"AERIT, izobraževanje in poslovno svetovanje, d.o.o.",2014-01-01,2022-05-01,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"AERIT, izobraževanje in poslovno svetovanje, d.o.o.",2022-05-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"DRID, razvoj in investicije, d.o.o.",2014-01-01,2022-05-01,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"DRID, razvoj in investicije, d.o.o.",2022-05-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"DSF, računalniške storitve, d.o.o.",2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,ERUDIO Visokošolsko središče,2014-01-01,2022-05-01,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,Fakulteta za medije,2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,MIRKO BILBIJA - ODVETNIK,2010-07-16,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"Poslovno svetovanje in investicijske storitve, Matjaž Škabar s.p.",2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"LEGES, d.o.o., storitve",2009-12-24,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"FUNDACIJA ZA OTROKE VRTCA HANSA CHRISTIANA ANDERSENA, USTANOVA",2012-09-26,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,"VISOKA ŠOLA ZA TRAJNOSTNI TURIZEM ERUDIO, samostojni visokošolski zavod",2014-01-01,9999-12-30,0
DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDAJE JAVNIH NAROČIL,Poslovni subjekt,ERUDIO Visokošolsko središče,2022-05-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"TRADEPRO, družba za upravljanje nepremičnin, d.o.o.",2020-03-11,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"JURA - Inštitut za izobraževanje, usposabljanje, svetovanje in pomoč gospodarstvu",2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"PRO-CONCRETE, družba za gradbeništvo in druge poslovne storitve, d.o.o.",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"Odvetniška družba Gaberščik, o.p., d.o.o.",2017-06-29,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"INVESTBIRO KOPER, podj.za inženir.,projektir.,urbanizem in geodez., d.d. INVESTBIRO KOPER-CAPODISTRIA, impresa di engineer.,progettaz.,urbanist.e geodesia, s.p.a.",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"PROJEKT D.D. NOVA GORICA Podjetje za inženiring, geodezijo, urbanizem in projektiranje",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"PROAGENT Podjetje za svetovanje, prodajo in posredovanje d.o.o. Nova Gorica",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,SKB BANKA D.D. LJUBLJANA,2012-01-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"Pravno in poslovno svetovanje, Astrid Prašnikar, s.p.",2011-09-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"EVROPSKA ADMINISTRATIVNA AKADEMIJA, raziskovanje, svetovanje in organizacija izobraževanja",2008-12-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"PRO NEPREMIČNINE, družba za upravljanje nepremičnin, d.d.",2020-03-11,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"MONITA, pravno in poslovno svetovanje ter druge storitve, d.o.o.",2008-12-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"ALMA MATER EUROPAEA-Evropski center, Maribor",2008-12-01,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"INŠTITUT ZA PRAVNO RAZISKOVANJE, IZOBRAŽEVANJE IN SVETOVANJE",2008-12-01,2016-12-15,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"INŠTITUT ZA PRAVNO RAZISKOVANJE, IZOBRAŽEVANJE IN SVETOVANJE",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"CompEdu, računalniško izobraževanje in svetovanje, d.o.o.",2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Kmetijsko gospodarstvo,,2012-09-26,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"ASORA, družba za pravno svetovanje in svetovanja varstva osebnih podatkov d.o.o.",2012-09-26,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,INŠTITUT ZA GOSPODARSKO PRAVO,2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"INVESTBIRO PROJEKTIVA, projektiranje in inženiring, d.o.o.",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,GEOINŽENIRING družba za geološki inženiring d.o.o.,2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"EMIGMA, multimedijski laboratorij, d.o.o.",2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"BORDON proizvodnja, trgovina in storitve d.o.o.",2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,PREVAJANJE IN JEZIKOVNO IZOBRAŽEVANJE KARMEN KUČIŠ POGORELEC S.P.,2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,Iztok Majhenič pisarniške storitve s.p.,2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"PEČOVNIK Konstruiranje, proizvodnja strojev, orodij in naprav, d.o.o. Koroška 31 a, Velenje",2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,NOVI TRG SVETOVANJE IN NOVE KOMUNIKACIJE SAŠO STOJANOVIČ LENČIČ S.P.,2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,HOTEL BRDA Podjetje za gostinstvo in druge storitve d.o.o.,2016-12-15,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"EMIGMA MEDIA, multimedijski laboratorij, d.o.o.",2012-12-14,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,"Odvetniška družba Šuligoj, o.p., d.o.o.",2022-11-30,9999-12-30,0
DRŽAVNA VOLILNA KOMISIJA,Poslovni subjekt,PROARC Podjetje za urbanizem in arhitekturo d.o.o. Nova Gorica,2016-12-15,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"K8 dizajn, umetniško ustvarjanje, Sandra Pohole s.p.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"K8 dizajn, umetniško ustvarjanje, Sandra Pohole s.p.",2012-12-12,2022-12-12,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,BRAZOS storitve in trgovina d.o.o.,2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2012-12-12,2022-12-12,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"BFK, Poslovne storitve, mag. Blaž Kavčič, s.p.",2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"INFORMACIJSKE STORITVE, MARTINA KAVČIČ S.P.",2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,INFOSTIL KAVČIČ MARIJA S.P.,2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"PB svetovanje, izobraževanje Peter Požun s.p.",2017-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"PB svetovanje, izobraževanje Peter Požun s.p.",2017-01-01,2017-12-12,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"PREMOGOVNIK VELENJE, d.o.o.",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,SODARSTVO IN TRGOVINA MAUČEC d.o.o. - V STEČAJU,2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,SODARSTVO IN TRGOVINA MARJAN MAUČEC S.P.,2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,SODARSTVO IN TRGOVINA MARJAN MAUČEC S.P.,2012-01-31,2012-12-12,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"LAGEV, gostinstvo in storitve, d.o.o.  - V STEČAJU",2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"MARILATO, gostinstvo in storitve d.o.o. -  V STEČAJU",2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"TESARSTVO MAUČEC, gradbene storitve, proizvodnja, trgovina d.o.o.",2012-01-31,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,ZVEZA BORCEV ZA VREDNOTE NARODNOOSVOBODILNEGA BOJA VELENJE,2017-12-06,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,ZVEZA BORCEV ZA VREDNOTE NARODNOOSVOBODILNEGA BOJA VELENJE,2012-06-01,2017-12-06,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"BTK, trgovina in storitve d.o.o.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,Športna loterija in igre na srečo d.d.,2023-06-21,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,POTOČAN BOJANA - ODVETNICA,2012-12-12,2017-12-12,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"IZID, računalniško informacijski inženiring, d.o.o., Jesenice - v stečaju",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"INPORES, razvojne in informacijske rešitve za javno upravo d.o.o.",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"JVS, trgovina, d.o.o.",2012-10-23,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"SIMPRO proizvodnja, trgovina in storitve, d.o.o.",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2021-01-08,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"AKM, trgovina in posredništvo, d.o.o. - v stečaju",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,AVTOPREVOZNIŠTVO FRAS BOŽO S.P.,2007-10-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,ZVEZA ZA TEHNIČNO KULTURO SLOVENIJE,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"Poslovno svetovanje, Jožef Školč, s.p.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"HGA, hotelirstvo in turizem d.o.o.",2021-01-01,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"LUMIL podjetje za projektiranje, marketing in organizacijo d.o.o.",2012-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"IGIKON, projektiva in svetovanje d.o.o.",2017-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"poslovno svetovanje, MATJAŽ ŠTOLFA, S.P.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,DRUŠTVO SLOVENSKI SVET EVROPSKEGA GIBANJA,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIC METROLOGY GMBH,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIC Metrology GmbH,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,MASAŽE THALA THAI NUTTIDA THAWONG s.p.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Certificiranje d.o.o.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ CONTROL D.O.O.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Control d.o.o.,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Meroslovje d.o.o.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Meroslovje d.o.o.,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,PSM merilni sistemi d.o.o.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,PSM merilni sistemi d.o.o.,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Messtechnik GmbH,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ MESSTECHNIK GMBH,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ METROLOGIJA DOO Negotino,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ METROLOGIJA D.O.O. KRAGUJEVAC,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,LOTRIČ Metrologija d.o.o. Kragujevac,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,TEHNIČAR-SERVAG D.O.O.,2022-12-19,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,TEHNIČAR-SERVAG d.o.o.,2022-12-12,2022-12-19,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,PODJETNIŠKO IN POSLOVNO SVETOVANJE ALEŠ PULKO S.P.,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"PULKO VENTILI RUŠE proizvodnja, gradbeništvo, trgovina in storitve d.o.o.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"Najemodajalstvo in druge storitve, Anita Staroveški s.p.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,KOVINTRADE Mednarodna trgovina d.d. Celje,2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,"BARTIMAEUS, finančno poslovanje d.o.o.",2022-12-12,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,MARKETING IN SVETOVANJE JANOŠ KERN S.P.,2002-12-04,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,Staroljubljanski zavod za kulturo,2006-06-09,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,ARTAES kultura in promocija d.o.o.,2003-10-14,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,USTANOVA IMAGO SLOVENIAE - PODOBA SLOVENIJE,2006-06-08,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Poslovni subjekt,ZVEZA PARAPLEGIKOV SLOVENIJE,2020-08-20,9999-12-30,0
DRŽAVNI SVET REPUBLIKE SLOVENIJE,Kmetijsko gospodarstvo,,2022-12-12,9999-12-30,0
