Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
OBČINA HRASTNIK,Poslovni subjekt,"SONČNA ENERGIJA, Podjetje za aplikacijo sončne energije v energetske namene d.o.o. - v stečaju",2010-10-28,2014-10-23,0
OBČINA HRASTNIK,Poslovni subjekt,"SAN DOM gradnja, storitve, svetovanje d.o.o. - v stečaju",2010-10-28,2014-10-23,0
OBČINA HRASTNIK,Poslovni subjekt,"STT STROJNA TOVARNA TRBOVLJE d.d., Tovarna strojev in naprav - v stečaju",2010-10-28,9999-12-30,0
OBČINA HRASTNIK,Poslovni subjekt,"EMENS Podjetje za elektroniko, računalništvo, trgovino in zastopanje, d.o.o., Hrastnik - v stečaju",2010-10-28,2014-10-23,0
OBČINA HRASTNIK,Poslovni subjekt,"OBLOK, podjetje za strokovne storitve d.o.o.",2022-12-07,9999-12-30,0
OBČINA HRASTNIK,Poslovni subjekt,STT ORODJARNA  d.o.o.,2010-10-28,2014-10-23,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"INIRE, poslovni servis in trgovina, d.o.o. Kozina",2010-11-04,9999-12-30,3
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"ARNOLD, prevozi in storitve d.o.o.",2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,POSREDOVANJE PRI PRODAJI IGOR ŠIŠKOVIČ S.P.,2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"Zavod UTRIP, zavod za ohranjanje izdelkov v uporabi, Nasirec so.p.",2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"SERIN, trgovina in finančni inženiring, d.o.o. Koper",2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"ARCHUS.SI, trgovina in storitve d.o.o.",2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"VISIO, Kozmetične storitve, ŽIVA BURJA s.p.",2018-12-10,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,PROSTOVOLJNO GASILSKO DRUŠTVO MATERIJA,2014-11-06,9999-12-30,270
OBČINA HRPELJE - KOZINA,Poslovni subjekt,PROSTOVOLJNO GASILSKO DRUŠTVO MATERIJA,2010-11-04,2014-11-06,111
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"ISTRANKA, družba za poslovne storitve, turizem in trgovino d.o.o.",2010-11-04,9999-12-30,0
OBČINA HRPELJE - KOZINA,Poslovni subjekt,"KRAGUL, trgovina, storitve, proizvodnja, d.o.o.",2010-11-04,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,"Zavod ""VAS - iz korenin za jutri"" Kanomlja",2018-12-06,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,KOLEKTOR Upravljanje naložb d.d.,2013-11-04,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,"BELA Podjetje za turizem, gostinstvo in trgovino Idrija d.o.o.",2010-11-04,9999-12-30,119
OBČINA IDRIJA,Poslovni subjekt,ALVES Marketing in svetovanje d.o.o. Idrija,2010-11-04,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,Zavod za turizem Idrija,2012-02-15,9999-12-30,1015
OBČINA IDRIJA,Poslovni subjekt,IDRIJSKO-CERKLJANSKA RAZVOJNA AGENCIJA d.o.o. Idrija,2014-10-16,9999-12-30,368
OBČINA IDRIJA,Kmetijsko gospodarstvo,,2014-10-16,9999-12-30,0
OBČINA IDRIJA,Kmetijsko gospodarstvo,,2014-10-16,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,"Zavod ""VAS - iz korenin za jutri"" Kanomlja",2014-10-16,2018-12-06,0
OBČINA IDRIJA,Poslovni subjekt,MOZAIK OBNOVE IN PLESKARSTVO KLEMEN MAJNIK s.p.,2018-12-06,9999-12-30,0
OBČINA IDRIJA,Poslovni subjekt,FMR Financiranje in upravljanje naložb d.o.o.,2010-11-04,9999-12-30,0
OBČINA IG,Poslovni subjekt,"HELEN, izdelava usnjenih torbic, Helena Žnidaršič s.p.",2018-12-05,9999-12-30,1
OBČINA IG,Poslovni subjekt,SET Podjetje za usposabljanje invalidov d.o.o. - v stečaju,2010-10-10,2012-05-24,0
OBČINA IG,Poslovni subjekt,GASILSKA ZVEZA IG,2022-12-14,9999-12-30,6
OBČINA IG,Poslovni subjekt,"MODITO, poslovne storitve, Anton Modic s.p.",2014-10-22,2018-12-05,0
OBČINA IG,Poslovni subjekt,"MODITO, poslovne storitve, Anton Modic s.p.",2018-12-05,2022-12-14,0
OBČINA IG,Poslovni subjekt,"MODITO, poslovne storitve, Anton Modic s.p.",2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,"Natalija Modic, s.p., računovodske storitve",2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,ŠPORTNO DRUŠTVO MOKERC- IG,2010-10-10,2014-10-21,53
OBČINA IG,Poslovni subjekt,PREVOZ STVARI ŽUPEC ALOJZ S.P.,2010-10-10,2013-09-19,0
OBČINA IG,Poslovni subjekt,AVTOMATIZACIJA VARJENJA ANTON MAČEK S.P.,2010-10-10,2015-10-21,1
OBČINA IG,Poslovni subjekt,DRUŠTVO INTERESNIH DEJAVNOSTI ZAPOTOK,2022-12-16,9999-12-30,1
OBČINA IG,Kmetijsko gospodarstvo,,2018-12-05,9999-12-30,0
OBČINA IG,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,NESTINA podjetje za trgovino in proizvodnjo d.o.o.,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,DRUŠTVO CERTIFICIRANIH UČITELJEV SPAJANJA MATERIALOV,2018-12-05,2022-12-14,0
OBČINA IG,Poslovni subjekt,DRUŠTVO CERTIFICIRANIH UČITELJEV SPAJANJA MATERIALOV,2022-12-14,9999-12-30,0
OBČINA IG,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,KARANTANIA MM podjetje za trgovino in storitve d.o.o.,2022-12-14,9999-12-30,0
OBČINA IG,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,KORINT svetovanje in storitve d.o.o.,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,"KAMERAD, umetniško ustvarjanje, Zuhra Jovanovič s.p.",2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,CVETKA DIR prevozništvo in trgovina d.o.o.,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,ŠPORTNO DRUŠTVO MOKERC- IG,2022-12-14,9999-12-30,6
OBČINA IG,Poslovni subjekt,"TERRA - R.B. trgovsko podjetje, d.o.o.",2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,"TERRA TRGOVINA, Podjetje za trgovino d.o.o.",2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,Simon Krajzel svetovanje s.p.,2022-12-14,9999-12-30,0
OBČINA IG,Poslovni subjekt,PROGLED storitve d.o.o.,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Kmetijsko gospodarstvo,,2014-10-23,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,Nogometno društvo Bistrc,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Boben, zavod za šport in rekreacijo, Zabiče",2020-09-01,2022-12-13,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,GRADBENIŠTVO SAFTIČ ZDENKO SAFTIČ S.P.,2015-10-09,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,FOTO KLUB SUŠEC ILIRSKA BISTRICA,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"SLOVENSKA FUNDACIJA ZA UNICEF, USTANOVA",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Kmetijsko gospodarstvo,,2020-03-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,DRUŠTVO SOŽITJE - DRUŠTVO ZA POMOČ OSEBAM Z MOTNJAMI V DUŠEVNEM RAZVOJU ILIRSKA BISTRICA,2018-12-11,2022-12-13,8
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,Glasbeno društvo Niko Poles,2018-12-11,2022-12-13,1
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Izobraževanje, izpopolnjevanje in usposabljanje na področju kulture in umetnosti, Niko Poles, s. p.",2016-07-18,2022-12-13,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Izobraževanja, Tjaša Pecman Poles, s. p.",2018-12-11,2020-12-14,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Izobraževanja, Tjaša Pecman Poles s.p.",2021-05-03,2023-12-13,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"AVTOPREVOZNIŠTVO IN POSREDNIŠTVO, MATEJA MATKO S.P.",2018-12-11,2023-12-13,0
OBČINA ILIRSKA BISTRICA,Kmetijsko gospodarstvo,,2023-01-26,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"TE - CAD, inovativne tehnološke rešitve, d.o.o.",2023-01-26,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ČEBELARSKO DRUŠTVO ANTON ŽNIDERŠIČ ILIRSKA BISTRICA,2022-12-14,9999-12-30,2
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ZIDARSTVO BOŠTJAN FABEC S.P.,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Kozmetični salon ""VEDNOLEPA"" Mateja Kresevič Baričič, s.p.",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,Planinsko zavetišče Snežnik Darko Štemberger s.p.,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,NOGOMETNI KLUB PLAMA PODGRAD,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Košarkaški delavec, Goran Jagodnik s.p.",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"MALJEVAC,storitve za gozdarstvo, d.n.o. Jelšane",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Platanus, jezikovne storitve, Manica Baša s. p.",2023-03-30,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"KRESEVIČ d.o.o., špedicija, trgovina, uvoz, izvoz, Podgrad",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,SLOVENSKO SOCIOLOŠKO DRUŠTVO,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,Geoinformatika Petra Slavec s.p.,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Poslovne in druge storitve, Helena Tomšič s.p.",2023-01-26,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"Druge zdravstvene dejavnosti, Domen Vodopivec s.p.",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"GOSTINSTVO IN STORITVE, DEJAN PROSEN S.P.",2010-01-19,9999-12-30,1
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,FIZIOTERAPIJA FRANK FRANK DAJANA,2014-10-23,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,FIZIOTERAPIJA FRANK FRANK DAJANA,1999-07-05,2014-10-23,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2018-12-11,2022-12-14,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"SMRJE, proizvodnja, trgovina in storitve, d.o.o., Smrje 14",2018-12-11,2022-12-14,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"FELIKS-T GRAFIČNE STORITVE, TEJA VRH S.P.",2014-10-23,2015-10-09,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"TELES, telekomunikacije, d.o.o.",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,DRUŠTVO DIABETIKOV ILIRSKA BISTRICA,2022-12-14,9999-12-30,1
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"UMETNIŠKO USTVARJANJE, SONJA PROSEN S.P.",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ŠPORTNO DRUŠTVO VELIKA BUKOVICA,2014-10-23,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,KOŠARKAŠKI KLUB PLAMA - PUR ILIRSKA BISTRICA,2014-10-23,2018-12-11,10
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,KAAS VIZUALNE KOMUNIKACIJE ATOS KOCJANČIČ S.P.,2018-12-11,2022-12-13,7
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,GRADBENIŠTVO SAFTIČ ZDENKO SAFTIČ S.P.,2015-10-08,2015-10-09,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2010-11-11,2014-10-24,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2014-10-24,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2018-12-11,2022-12-13,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,BORCOL pohištvo d.o.o.,2010-11-11,2014-10-23,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,BORCOL pohištvo d.o.o.,2014-10-23,2019-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"PRO-TOM, proizvodno, storitveno, trgovsko podjetje, d.o.o.",2010-11-11,2014-10-23,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,NIT-TRADE d.o.o. Trgovsko in proizvodno podjetje Koper,2018-12-11,2022-12-14,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,DRUŠTVO BAČKE MLADINE,2014-10-23,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"EVRO API ČEBELARSTVO, MARTINA ŠABEC S.P.",2014-09-01,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"SMRJE, proizvodnja, trgovina in storitve, d.o.o., Smrje 14",2022-12-14,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"POSLOVNO SVETOVANJE ALEŠ ZIDAR, S.P.",2018-12-11,2020-01-01,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"POSLOVNO SVETOVANJE ALEŠ ZIDAR, S.P.",2020-01-01,2023-12-13,2
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"BESS, d.o.o. TRGOVINA IN KAMNOSEŠTVO",2018-12-11,2022-12-13,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"PRO-TOM, proizvodno, storitveno, trgovsko podjetje, d.o.o.",2014-10-23,2019-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"ŠENKINC - proizvodnja, transport, trgovina in storitve, d.o.o.",2014-10-25,2019-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,"BRKINI, ogrevalne naprave, proizvodnja, trgovina in storitve, uvoz, izvoz, d.o.o., Pregarje 7, Obrov",2010-11-11,9999-12-30,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2010-11-11,2012-02-29,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,ROJC - storitve in trgovina d.o.o. Ilirska Bistrica,2012-02-29,2018-12-11,0
OBČINA ILIRSKA BISTRICA,Poslovni subjekt,NIT-TRADE d.o.o. Trgovsko in proizvodno podjetje Koper,2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,SREDNJA ŠOLA JOSIPA JURČIČA IVANČNA GORICA,2018-12-12,9999-12-30,14
OBČINA IVANČNA GORICA,Poslovni subjekt,SREDNJA ŠOLA JOSIPA JURČIČA IVANČNA GORICA,2010-11-11,2014-01-01,22
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-10,2010-11-11,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-11,2018-12-12,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,2018-12-13,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-13,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,PROIZVODNJA ELEKTRIČNE ENERGIJE RADO JAVORNIK S.P.,2010-11-11,2015-10-22,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"CARPE DIEM podjetje za turizem, trgovino in športni management d.o.o., Krka 27, Krka",2010-11-11,2014-10-22,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-11,2018-12-12,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"Svetovanje, načrtovanje in urejanje vrtov, Tjaša Okorn, s.p.",2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"Turistična Vas Pristava, turizem in poslovne storitve, Mateja Žaren s.p.",2022-12-14,9999-12-30,9
OBČINA IVANČNA GORICA,Poslovni subjekt,"Turistična Vas Pristava, turizem in poslovne storitve, Borut Žaren s.p.",2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ZAVOD ZA POSPEŠEVANJE KMETIJSTVA, LJUBLJANA",2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ŠE ARHITEKTURA, arhitektura in oblikovanje, Erika Šinkovec s.p.",2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ARBOR - SEČ, sečnja in spravilo lesa, Dejan Muhič s.p.",2018-12-12,9999-12-30,9
OBČINA IVANČNA GORICA,Poslovni subjekt,"Dräger Slovenija, servis in prodaja, d.o.o.",2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"Šepet dotika, meditacijsko-masažni center, Andreja Robek Perpar s.p.",2020-09-09,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,KAMLES STANKO PERPAR S.P.,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,ROBLES proizvodnja pohištva d.o.o. Ivančna Gorica,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ONEY TRADE, proizvodnja in trgovina, d.o.o.",2022-12-14,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2014-10-22,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"URKI, prodaja, storitve in trgovina, Aleš Tomažin s.p.",2013-12-06,2019-12-12,21
OBČINA IVANČNA GORICA,Poslovni subjekt,"NANO INŽENIRING, posredništvo pri prodaji, d.o.o.",2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ECOPLIN VG, transport in turizem, d.o.o.",2018-12-12,9999-12-30,2
OBČINA IVANČNA GORICA,Poslovni subjekt,"ECOPLIN ZADEL, d.o.o., prodaja in transport plina",2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2014-10-22,2018-12-12,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"Dnevni bar Glorija, Irma Lekan s.p.",2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"Dnevni bar Glorija, Irma Lekan s.p.",2014-10-22,2018-12-12,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2018-12-12,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,KMETIJSKO GOZDARSKA ZBORNICA SLOVENIJE,2012-06-29,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2004-01-01,9999-12-30,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"MEGITRANS, transport in logistika, d.o.o.",2016-06-15,9999-12-30,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-11,2015-10-22,0
OBČINA IVANČNA GORICA,Poslovni subjekt,KMETIJSKA ZADRUGA STIČNA zadruga z omejeno odgovornostjo v Ivančni Gorici,2010-11-11,2014-10-22,10
OBČINA IVANČNA GORICA,Poslovni subjekt,MIZARSKE STORITVE IN ČIŠČENJE OBJEKTOV ERIK MIŠE S.P.,2010-11-11,2014-10-22,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-11,2018-12-12,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-10,2010-11-11,0
OBČINA IVANČNA GORICA,Poslovni subjekt,"ATM IT, svetovanje, prodaja in servis IT periferne opreme d.o.o.",2010-11-11,2015-10-22,0
OBČINA IVANČNA GORICA,Poslovni subjekt,RUS FRANCI S.P. AVTOPREVOZNIŠTVO,2010-11-11,2014-10-22,0
OBČINA IVANČNA GORICA,Kmetijsko gospodarstvo,,2010-11-11,2014-10-22,0
OBČINA IVANČNA GORICA,Poslovni subjekt,SREDNJA ŠOLA JOSIPA JURČIČA IVANČNA GORICA,2014-01-01,2018-12-12,7
OBČINA IZOLA,Poslovni subjekt,"ANDREJ ISTENIČ S.P. PROJEKTIRANJE, GRADBENIŠTVO",2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"ESSIO, medijsko oblikovanje in spletne rešitve, d.o.o.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"BISER trgovina in storitve, d.o.o.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"MARKETING IN TRŽENJE, LARA DOMIO, S.P.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"MAASS, POMOŽNE DEJAVNOSTI V ZAVAROVALNIŠTVU, ORJANA DOMIO MORATO, S.P.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"TZ IZOLA - Turistično združenje Izola, g.i.z.",2015-04-07,9999-12-30,325
OBČINA IZOLA,Poslovni subjekt,"PARSEK, informacijske tehnologije, d.o.o.",2014-11-06,2018-12-20,0
OBČINA IZOLA,Poslovni subjekt,"PARSEK, informacijske tehnologije, d.o.o.",2018-12-20,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,IBX Tovarna programske opreme d.o.o.,2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,SANDRA KOCJANČIČ - oblikovalka,2014-11-06,9999-12-30,3
OBČINA IZOLA,Poslovni subjekt,"Poslovno svetovanje, Gašper Čehovin s.p.",2014-11-06,2018-12-20,0
OBČINA IZOLA,Poslovni subjekt,"Poslovno svetovanje, Gašper Čehovin s.p.",2018-12-20,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,ZDRAVSTVENI ZAVOD BIMBO IZOLA,2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"INSIGHT TECHNOLOGY, informacijske storitve, d.o.o.",2019-03-20,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,JADRALNI KLUB OLIMPIC Societa velica OLIMPIC,2023-01-26,9999-12-30,7
OBČINA IZOLA,Poslovni subjekt,"OKREPČEVALNICA ""JAGODA"", HAZBI REĐEPI S.P.",2023-01-26,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,ŠPORTNO DRUŠTVO ADRENALINA IZOLA,2023-01-26,9999-12-30,5
OBČINA IZOLA,Poslovni subjekt,"XENYA, druge športne dejavnosti, Ksenija Cergol, s.p.",2023-01-26,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"TERING - Tehnološki, investicijski in upravljalski inženiring, d.o.o. Izola",2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,"SAMOSTOJNA UMETNICA, MARJETKA POPOVSKI, S.P.",2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"SAMOSTOJNA UMETNICA, MARJETKA POPOVSKI, S.P.",2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,OSNOVNA ŠOLA VOJKE ŠMUC IZOLA SCUOLA ELEMENTARE VOJKA ŠMUC ISOLA,2023-01-26,9999-12-30,37
OBČINA IZOLA,Poslovni subjekt,SPLOŠNA BOLNIŠNICA IZOLA OSPEDALE GENERALE ISOLA,2014-11-06,9999-12-30,5
OBČINA IZOLA,Poslovni subjekt,"TERING - Tehnološki, investicijski in upravljalski inženiring, d.o.o. Izola",2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,ZDRAVSTVENI ZAVOD V. DENS IZOLA,2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,ZDRAVSTVENI ZAVOD V. DENS IZOLA,2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,LUDVIK VOJKO - gradbeni inženiring d.o.o.,2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,LUDVIK VOJKO - gradbeni inženiring d.o.o.,2014-11-06,9999-12-30,2
OBČINA IZOLA,Poslovni subjekt,"GRADBENI INŽENIRING, VOJKO LUDVIK S.P.",2010-11-11,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"HALIAETUM, storitve in trgovina, d.o.o. - servizio e commercio, s.r.l.",2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,"HALIAETUM, storitve in trgovina, d.o.o. - servizio e commercio, s.r.l.",2014-11-06,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"Poslovne in druge pravne storitve, Aleksej Skok, s.p.",2010-11-11,2014-11-06,0
OBČINA IZOLA,Poslovni subjekt,"Poslovne in druge pravne storitve, Aleksej Skok, s.p.",2014-11-06,2019-12-01,0
OBČINA IZOLA,Poslovni subjekt,"Poslovne in druge pravne storitve, Aleksej Skok, s.p.",2019-12-01,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"STUDIO NAVTIKA, poslovno svetovanje, d.o.o.",2014-11-06,2019-12-01,0
OBČINA IZOLA,Poslovni subjekt,"STUDIO NAVTIKA, poslovno svetovanje, d.o.o.",2019-12-01,9999-12-30,0
OBČINA IZOLA,Poslovni subjekt,"KREACENT, PREVAJANJE IN TOLMAČENJE, ALJAŽ SKOK, s.p.",2019-12-01,9999-12-30,0
