Organizacija,Omejitev_do,Subjekt,Velja_od,Velja_do,Limited
Ministrstvo za obrambo,Poslovni subjekt,CREINA FOND d.o.o.,2013-03-29,Do preklica,0
Ministrstvo za obrambo,Poslovni subjekt,G Skupina d.d. - v stečaju,2013-03-29,2014-04-01,0
Ministrstvo za obrambo,Poslovni subjekt,"Marjetka Tonin, s.p.",2020-12-11,Do preklica,0
Ministrstvo za obrambo,Poslovni subjekt,"GBD Invest, d.d.",2013-03-29,Do preklica,0
Ministrstvo za obrambo,Poslovni subjekt,GBD BPD d.d.,2013-03-29,Do preklica,0
Ministrstvo za obrambo,Poslovni subjekt,"GBD SVETOVANJE, d.o.o.",2013-03-29,Do preklica,0
Ministrstvo za obrambo,Poslovni subjekt,MAX FIN d.o.o.,2013-03-29,Do preklica,0
Ministrstvo za zdravje,Poslovni subjekt,MEDICINSKI CENTER HELIKS d.o.o.,2020-12-25,Do preklica,0
Ministrstvo za zdravje,Poslovni subjekt,ZDRAVJE MITJA LAINŠČAK S.P.,2020-06-29,2020-10-08,0
Ministrstvo za zdravje,Poslovni subjekt,ZZ REVITA,2014-09-19,2017-04-30,0
Ministrstvo za zdravje,Poslovni subjekt,"ALIANA, Aleš Klavžar s.p.",2017-04-03,2018-09-13,0
Ministrstvo za zdravje,Poslovni subjekt,PREPRI d.o.o.,2020-12-01,2021-02-23,0
Ministrstvo za zdravje,Poslovni subjekt,TETRAS d.o.o.,2010-12-16,2013-02-10,0
Ministrstvo za zdravje,Poslovni subjekt,TETRAS d.o.o.,2010-04-07,2010-12-16,0
Ministrstvo za zdravje,Poslovni subjekt,RISI d.o.o.,2010-11-01,2013-02-10,0
Ministrstvo za zdravje,Poslovni subjekt,RISI d.o.o.,2008-12-19,2010-11-01,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,"stage factor, inc.",2016-06-20,2017-05-31,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,ODVETNIŠKA PISARNA CERAR - HAFNER d.o.o.,2018-09-13,2020-03-13,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,INŠTITUT ZA DEMOKRACIJO,2012-02-10,2014-09-18,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,3 DIM d.o.o.,2012-02-10,2013-09-02,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,Kibuba d.o.o.,2012-02-10,2013-09-02,0
Ministrstvo za zunanje zadeve,Poslovni subjekt,KOPRIMA d.o.o.,2012-02-10,2013-09-02,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,LUDO d.o.o.,2021-02-10,Do preklica,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,INŠTITUT DR. JOŽETA PUČNIKA,2012-03-19,2014-03-20,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,LENAJA d.o.o.,2012-02-10,2103-03-20,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,STROJING d.o.o.,2018-09-14,Do preklica,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,Mediaplus Adria d.o.o.,2018-09-13,Do preklica,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,ROTO ECO d.o.o.,2021-02-10,Do preklica,0
"Ministrstvo za izobraževanje, znanost in šport",Poslovni subjekt,"ROTO Slovenija, d.o.o.",2021-02-10,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,MONIKA KOPRIVNIKAR S.P.,2014-09-18,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,Grafoplast d.o.o. - v stečaju,2017-10-27,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,"Boštjan Koritnik, s.p.",2020-03-13,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,"JusFin, d. o. o.",2020-03-13,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,PRO SVETOVANJE d.o.o.,2015-01-01,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,OSM d.o.o.,2014-09-18,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,DELTA NETWORKS d.o.o.,2020-04-28,Do preklica,0
Ministrstvo za javno upravo,Poslovni subjekt,PEBOKS BOGOMIR KLAMPFER s.p.,2017-10-27,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,EUROPOT d.o.o.,2020-03-14,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,"Aleš Smokvina, s.p.",2019-03-14,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,"BizIS, GORAZD BIZJAK S.P.",2014-09-18,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,GOSTILNA MLAKAR JANEZ MLAKAR S.P.,2014-09-18,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,"ESOTECH, d.d.",2018-09-14,2019-01-29,0
Ministrstvo za kulturo,Poslovni subjekt,Mediaplus Adria d.o.o.,2019-01-30,2019-03-08,0
Ministrstvo za kulturo,Poslovni subjekt,SKIPPER d.o.o.,2020-03-14,Do preklica,0
Ministrstvo za kulturo,Poslovni subjekt,"POT, Ljubljana, d.o.o.",2020-03-14,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Poslovni subjekt,ALVISTA d.o.o.,2012-04-02,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Kmetijsko gospodarstvo,,2012-02-10,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Poslovni subjekt,ALVISTA d.o.o.,2012-04-02,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Kmetijsko gospodarstvo,,2018-09-14,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Kmetijsko gospodarstvo,,2019-09-09,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Poslovni subjekt,MIZARSTVO STANONIK MARTIN STANONIK S.P.,2019-09-09,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Poslovni subjekt,"T-FIT, Tomaž Pivec s.p.",2018-09-14,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Poslovni subjekt,Špela Podgoršek s.p.,2018-09-14,Do preklica,0
"Ministrstvo za kmetijstvo, gozdarstvo in prehrano",Kmetijsko gospodarstvo,,2012-02-10,Do preklica,0
Ministrstvo za okolje in prostor,Kmetijsko gospodarstvo,,2014-09-18,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,JERNEJ PRIJON - ARHITEKT,2018-09-14,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,DESIGN KATJA GASPARI LEBEN S.P.,2018-09-13,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,PRIMA d.o.o.,2018-09-14,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,DRUŠTVO MAJA FAROL,2018-09-14,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,FASHION GROUP d.o.o.,2020-03-25,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,RECTOR GROUP d.o.o.,2020-03-25,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,ARIANA FURLAN PRIJON - ARHITEKTKA,2018-09-14,Do preklica,0
Ministrstvo za okolje in prostor,Poslovni subjekt,UPLU d.o.o.,2018-09-28,Do preklica,0
Ministrstvo za okolje in prostor,Kmetijsko gospodarstvo,,2018-09-28,Do preklica,0
Ministrstvo za pravosodje,Poslovni subjekt,"IJU CONSULTING, d.o.o.",2013-03-20,2015-09-18,0
Ministrstvo za pravosodje,Poslovni subjekt,"IJU CONSULTING, d.o.o.",2012-02-10,2013-03-20,0
Ministrstvo za pravosodje,Poslovni subjekt,DSJU d.o.o.,2012-02-10,2013-03-20,0
Ministrstvo za pravosodje,Poslovni subjekt,DSJU d.o.o.,2013-03-20,2015-09-18,0
Ministrstvo za pravosodje,Poslovni subjekt,SKLEDA d.o.o.,2014-09-25,2018-09-13,0
Ministrstvo za pravosodje,Poslovni subjekt,NINA ZIDAR KLEMENČIČ - ODVETNICA,2014-09-18,2018-09-13,0
Ministrstvo za pravosodje,Poslovni subjekt,JOŽICA GORENJEC ZUPAN S.P.,2020-03-14,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,MATEJ VRTOVEC S.P.,2020-03-13,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,"ESA, Raziskovanje in projekti, Ana Vrtovec Beno s.p.",2020-03-13,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,Nina Mauhler s.p.,2018-10-01,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,EKOPUR d.o.o.,2015-05-08,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,BOJAN KUMER S.P.,2018-09-14,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,AGIT d.o.o. Ljubljana,2014-09-19,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,ARSDERMA d.o.o.,2014-09-19,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,LASTINSKI d.o.o.,2013-04-02,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,LASTINSKI PAK d.o.o.,2013-04-02,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,MACON - POSREDNIŠTVO MITJA CVJETIČANIN S.P.,2018-09-13,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,Franci Mihelič s.p.,2020-03-23,Do preklica,0
Ministrstvo za infrastrukturo,Poslovni subjekt,MIHELIČ IN PARTNERJI d. o. o.,2020-03-23,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,BANDELLI d.o.o.,2018-09-13,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,IPES MARIBOR,2020-03-14,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,"VIBACOM, d.o.o.",2014-09-18,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,EUMAT d.o.o.,2018-09-13,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,KMETIJSTVO VIPAVA d.o.o.,2020-01-28,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,THESINGULAR GMBH,2019-12-19,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,DVOREC VOGRSKO d.o.o.,2020-01-28,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,F.M.Zupancic Beheer BV,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,zupancic consultancy bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,zugg bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,f.m.zupancic holding bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,"VIBACOM, d.o.o.",2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,A.B.C. d.o.o.,2020-01-28,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,"ZELTRA, Naklo, d.o.o.",2014-10-15,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,"PMV, d.o.o.",2014-10-15,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Kmetijsko gospodarstvo,,2020-01-28,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,"DETEL PLUS, d.o.o., Vrhnika",2014-10-15,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,C 5 d.o.o.,2014-11-20,2014-12-19,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,C 5 d.o.o.,2014-12-19,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,clifford&zupancic bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,doctap bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,rampertap beheer bv,2014-11-20,Do preklica,0
Služba vlade za razvoj in evropsko kohezijsko politiko,Poslovni subjekt,BANDELLI GM d.o.o.,2018-09-13,Do preklica,0
Urad vlade za Slovence v zamejstvu in po svetu,Poslovni subjekt,Irena Longar s.p.,2012-02-10,Do preklica,0
Urad vlade za Slovence v zamejstvu in po svetu,Poslovni subjekt,HOTEL DIANA d.o.o. - V STEČAJU,2018-10-01,Do preklica,0
Urad vlade za Slovence v zamejstvu in po svetu,Poslovni subjekt,"T-FIT, Tomaž Pivec s.p.",2017-07-14,Do preklica,0
